trader_name,phone_numbers,stock_symbol,stock_name,exchange,market_cap,trans_date,trans_type,price_usd
Reinaldo Duigenan,503-360-7715*578-989-0307,CDW,CDW Corporation,NASDAQ,$9.73B,3/18/2019,BUY,116.436
Reinaldo Duigenan,503-360-7715*578-989-0307,CDW,CDW Corporation,NASDAQ,$9.73B,3/19/2019,SELL,117.06
Ariel Children,142-376-0898,FOF,"Cohen & Steers Closed-End Opportunity Fund, Inc.",NYSE,$351M,6/4/2019,SELL,14.904
Ariel Children,142-376-0898,FOF,"Cohen & Steers Closed-End Opportunity Fund, Inc.",NYSE,$351M,6/5/2019,BUY,14.868
Ariel Children,142-376-0898,FOF,"Cohen & Steers Closed-End Opportunity Fund, Inc.",NYSE,$351M,6/6/2019,SELL,14.892
Ariel Children,142-376-0898,FOF,"Cohen & Steers Closed-End Opportunity Fund, Inc.",NYSE,$351M,6/7/2019,SELL,15.372
Isaiah Tolworthie,835-899-7533*901-154-3781,RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,NASDAQ,$16.98M,6/3/2019,SELL,58.032
Isaiah Tolworthie,835-899-7533*901-154-3781,RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,NASDAQ,$16.98M,6/4/2019,SELL,58.596
Isaiah Tolworthie,835-899-7533*901-154-3781,RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,NASDAQ,$16.98M,6/5/2019,SELL,59.148
Isaiah Tolworthie,835-899-7533*901-154-3781,RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,NASDAQ,$16.98M,6/6/2019,BUY,59.22
Nissy Draper,749-652-5104,FDIV,First Trust Strategic Income ETF,NASDAQ,$101.86M,1/8/2019,SELL,57.24
Nissy Draper,749-652-5104,FDIV,First Trust Strategic Income ETF,NASDAQ,$101.86M,1/9/2019,BUY,57.444
Nissy Draper,749-652-5104,FDIV,First Trust Strategic Income ETF,NASDAQ,$101.86M,1/10/2019,BUY,57.42
Nissy Draper,749-652-5104,FDIV,First Trust Strategic Income ETF,NASDAQ,$101.86M,1/11/2019,BUY,57.348
Mychal Janos,539-689-4627*679-924-3367,RDUS,"Radius Health, Inc.",NASDAQ,$1.77B,3/13/2019,BUY,23.064
Mychal Janos,539-689-4627*679-924-3367,RDUS,"Radius Health, Inc.",NASDAQ,$1.77B,3/14/2019,BUY,22.416
Mychal Janos,539-689-4627*679-924-3367,RDUS,"Radius Health, Inc.",NASDAQ,$1.77B,3/15/2019,SELL,22.404
Mychal Janos,539-689-4627*679-924-3367,RDUS,"Radius Health, Inc.",NASDAQ,$1.77B,3/18/2019,SELL,22.56
Peadar Clingan,601-953-9611*321-823-4726,SKT,"Tanger Factory Outlet Centers, Inc.",NYSE,$2.49B,6/24/2019,SELL,18.72
Peadar Clingan,601-953-9611*321-823-4726,SKT,"Tanger Factory Outlet Centers, Inc.",NYSE,$2.49B,6/25/2019,BUY,19.032
Peadar Clingan,601-953-9611*321-823-4726,SKT,"Tanger Factory Outlet Centers, Inc.",NYSE,$2.49B,6/26/2019,SELL,18.636
Peadar Clingan,601-953-9611*321-823-4726,SKT,"Tanger Factory Outlet Centers, Inc.",NYSE,$2.49B,6/27/2019,BUY,19.224
Peadar Clingan,601-953-9611*321-823-4726,SKT,"Tanger Factory Outlet Centers, Inc.",NYSE,$2.49B,6/28/2019,SELL,19.452
Rois Oddey,108-202-9083*341-189-9374,EEI,"Ecology and Environment, Inc.",NASDAQ,$52.6M,4/8/2019,SELL,12.864
Rois Oddey,108-202-9083*341-189-9374,EEI,"Ecology and Environment, Inc.",NASDAQ,$52.6M,4/9/2019,SELL,12.9
Rois Oddey,108-202-9083*341-189-9374,EEI,"Ecology and Environment, Inc.",NASDAQ,$52.6M,4/10/2019,BUY,12.768
Rois Oddey,108-202-9083*341-189-9374,EEI,"Ecology and Environment, Inc.",NASDAQ,$52.6M,4/11/2019,BUY,12.66
Rois Oddey,108-202-9083*341-189-9374,EEI,"Ecology and Environment, Inc.",NASDAQ,$52.6M,4/12/2019,BUY,12.66
Jany Bunclark,507-605-1359,SOCL,Global X Social Media ETF,NASDAQ,$115.54M,7/15/2019,SELL,40.296
Sher Killick,880-290-8277*524-809-8055,GLNG,Golar LNG Limited,NASDAQ,$2.18B,6/12/2019,SELL,19.836
Sher Killick,880-290-8277*524-809-8055,GLNG,Golar LNG Limited,NASDAQ,$2.18B,6/13/2019,BUY,20.328
Sher Killick,880-290-8277*524-809-8055,GLNG,Golar LNG Limited,NASDAQ,$2.18B,6/14/2019,BUY,19.812
Catha Matthisson,656-623-2197,GIM,"Templeton Global Income Fund, Inc.",NYSE,$896.08M,6/19/2019,BUY,7.524
Catha Matthisson,656-623-2197,GIM,"Templeton Global Income Fund, Inc.",NYSE,$896.08M,6/20/2019,SELL,7.572
Catha Matthisson,656-623-2197,GIM,"Templeton Global Income Fund, Inc.",NYSE,$896.08M,6/21/2019,SELL,7.548
Catrina Lamplough,891-802-3719*872-580-7103,GTYH,"GTY Technology Holdings, Inc.",NASDAQ,$707.25M,3/25/2019,BUY,10.08
Catrina Lamplough,891-802-3719*872-580-7103,GTYH,"GTY Technology Holdings, Inc.",NASDAQ,$707.25M,3/26/2019,BUY,10.38
Teodoor Klass,974-955-8091,ADRD,BLDRS Developed Markets 100 ADR Index Fund,NASDAQ,$60.17M,1/22/2019,BUY,24.408
Teodoor Klass,974-955-8091,ADRD,BLDRS Developed Markets 100 ADR Index Fund,NASDAQ,$60.17M,1/23/2019,SELL,24.48
Teodoor Klass,974-955-8091,ADRD,BLDRS Developed Markets 100 ADR Index Fund,NASDAQ,$60.17M,1/24/2019,SELL,24.48
Teodoor Klass,974-955-8091,ADRD,BLDRS Developed Markets 100 ADR Index Fund,NASDAQ,$60.17M,1/25/2019,BUY,24.744
Mareah Shelp,734-405-8014*573-746-6895,GHM,Graham Corporation,NYSE,$195.96M,6/12/2019,BUY,24.6
Mareah Shelp,734-405-8014*573-746-6895,GHM,Graham Corporation,NYSE,$195.96M,6/13/2019,SELL,24.888
Mareah Shelp,734-405-8014*573-746-6895,GHM,Graham Corporation,NYSE,$195.96M,6/14/2019,SELL,24.444
Mareah Shelp,734-405-8014*573-746-6895,GHM,Graham Corporation,NYSE,$195.96M,6/17/2019,SELL,24.828
Jemima Craigmyle,853-221-9150,BANX,StoneCastle Financial Corp,NASDAQ,$130.19M,3/18/2019,SELL,25.38
Jemima Craigmyle,853-221-9150,BANX,StoneCastle Financial Corp,NASDAQ,$130.19M,3/19/2019,BUY,25.104
Bernette Grahlman,399-240-3992,PAGP,"Plains Group Holdings, L.P.",NYSE,$3.77B,2/19/2019,BUY,29.364
Bernette Grahlman,399-240-3992,PAGP,"Plains Group Holdings, L.P.",NYSE,$3.77B,2/20/2019,BUY,28.74
Bernette Grahlman,399-240-3992,PAGP,"Plains Group Holdings, L.P.",NYSE,$3.77B,2/21/2019,SELL,28.152
Bernette Grahlman,399-240-3992,PAGP,"Plains Group Holdings, L.P.",NYSE,$3.77B,2/22/2019,BUY,28.38
Bernette Grahlman,399-240-3992,PAGP,"Plains Group Holdings, L.P.",NYSE,$3.77B,2/25/2019,SELL,28.476
Bernette Grahlman,399-240-3992,PAGP,"Plains Group Holdings, L.P.",NYSE,$3.77B,2/26/2019,SELL,28.08
Bernette Grahlman,399-240-3992,PAGP,"Plains Group Holdings, L.P.",NYSE,$3.77B,2/27/2019,SELL,27.828
Bernette Grahlman,399-240-3992,PAGP,"Plains Group Holdings, L.P.",NYSE,$3.77B,2/28/2019,BUY,27.828
Sybila Fawlkes,486-873-6489,DWTR,PowerShares DWA Tactical Sector Rotation Portfolio,NASDAQ,$86.02M,5/17/2019,SELL,36.12
Sybila Fawlkes,486-873-6489,DWTR,PowerShares DWA Tactical Sector Rotation Portfolio,NASDAQ,$86.02M,5/20/2019,SELL,35.532
Sybila Fawlkes,486-873-6489,DWTR,PowerShares DWA Tactical Sector Rotation Portfolio,NASDAQ,$86.02M,5/21/2019,SELL,36
Sybila Fawlkes,486-873-6489,DWTR,PowerShares DWA Tactical Sector Rotation Portfolio,NASDAQ,$86.02M,5/22/2019,BUY,35.892
Sybila Fawlkes,486-873-6489,DWTR,PowerShares DWA Tactical Sector Rotation Portfolio,NASDAQ,$86.02M,5/23/2019,SELL,35.22
Sybila Fawlkes,486-873-6489,DWTR,PowerShares DWA Tactical Sector Rotation Portfolio,NASDAQ,$86.02M,5/24/2019,BUY,35.52
Demetria Francisco,709-744-2909*559-149-6472,RGLS,Regulus Therapeutics Inc.,NASDAQ,$50.52M,1/14/2019,SELL,1.368
Demetria Francisco,709-744-2909*559-149-6472,RGLS,Regulus Therapeutics Inc.,NASDAQ,$50.52M,1/15/2019,SELL,1.38
Demetria Francisco,709-744-2909*559-149-6472,RGLS,Regulus Therapeutics Inc.,NASDAQ,$50.52M,1/16/2019,BUY,1.368
Demetria Francisco,709-744-2909*559-149-6472,RGLS,Regulus Therapeutics Inc.,NASDAQ,$50.52M,1/17/2019,SELL,1.296
Anastassia Kennaird,446-553-3536*951-449-3202,IBA,"Industrias Bachoco, S.A. de C.V.",NYSE,$2.86B,4/22/2019,BUY,59.556
Anastassia Kennaird,446-553-3536*951-449-3202,IBA,"Industrias Bachoco, S.A. de C.V.",NYSE,$2.86B,4/23/2019,SELL,59.7
Anastassia Kennaird,446-553-3536*951-449-3202,IBA,"Industrias Bachoco, S.A. de C.V.",NYSE,$2.86B,4/24/2019,SELL,58.68
Willard Drewry,268-929-8133*916-921-7840,FRT,Federal Realty Investment Trust,NYSE,$9.06B,1/24/2019,BUY,152.028
Willard Drewry,268-929-8133*916-921-7840,FRT,Federal Realty Investment Trust,NYSE,$9.06B,1/25/2019,SELL,154.152
Willard Drewry,268-929-8133*916-921-7840,FRT,Federal Realty Investment Trust,NYSE,$9.06B,1/28/2019,SELL,155.388
Willard Drewry,268-929-8133*916-921-7840,FRT,Federal Realty Investment Trust,NYSE,$9.06B,1/29/2019,BUY,156.432
Willard Drewry,268-929-8133*916-921-7840,FRT,Federal Realty Investment Trust,NYSE,$9.06B,1/30/2019,SELL,157.728
Willard Drewry,268-929-8133*916-921-7840,FRT,Federal Realty Investment Trust,NYSE,$9.06B,1/31/2019,SELL,159.084
Willard Drewry,268-929-8133*916-921-7840,FRT,Federal Realty Investment Trust,NYSE,$9.06B,2/1/2019,SELL,158.604
Britt Eberts,771-624-0460*650-255-3408,SAGE,"Sage Therapeutics, Inc.",NASDAQ,$2.98B,5/20/2019,SELL,196.092
Britt Eberts,771-624-0460*650-255-3408,SAGE,"Sage Therapeutics, Inc.",NASDAQ,$2.98B,5/21/2019,SELL,205.236
Britt Eberts,771-624-0460*650-255-3408,SAGE,"Sage Therapeutics, Inc.",NASDAQ,$2.98B,5/22/2019,BUY,211.14
Britt Eberts,771-624-0460*650-255-3408,SAGE,"Sage Therapeutics, Inc.",NASDAQ,$2.98B,5/23/2019,SELL,210.324
Britt Eberts,771-624-0460*650-255-3408,SAGE,"Sage Therapeutics, Inc.",NASDAQ,$2.98B,5/24/2019,SELL,210.348
Arlina Piegrome,196-959-4015*382-179-8166,EW,Edwards Lifesciences Corporation,NYSE,$24.13B,6/17/2019,BUY,221.7
Arlina Piegrome,196-959-4015*382-179-8166,EW,Edwards Lifesciences Corporation,NYSE,$24.13B,6/18/2019,SELL,227.172
Arlina Piegrome,196-959-4015*382-179-8166,EW,Edwards Lifesciences Corporation,NYSE,$24.13B,6/19/2019,SELL,229.188
Arlina Piegrome,196-959-4015*382-179-8166,EW,Edwards Lifesciences Corporation,NYSE,$24.13B,6/20/2019,SELL,231.444
Arlina Piegrome,196-959-4015*382-179-8166,EW,Edwards Lifesciences Corporation,NYSE,$24.13B,6/21/2019,BUY,231.876
Holt Reskelly,775-732-9494*819-458-7325,NRK,Nuveen New York AMT-Free Quality Municipal,NYSE,$1.16B,2/26/2019,SELL,14.856
Holt Reskelly,775-732-9494*819-458-7325,NRK,Nuveen New York AMT-Free Quality Municipal,NYSE,$1.16B,2/27/2019,SELL,14.784
Holt Reskelly,775-732-9494*819-458-7325,NRK,Nuveen New York AMT-Free Quality Municipal,NYSE,$1.16B,2/28/2019,BUY,14.832
Holt Reskelly,775-732-9494*819-458-7325,NRK,Nuveen New York AMT-Free Quality Municipal,NYSE,$1.16B,3/1/2019,BUY,14.868
Holt Reskelly,775-732-9494*819-458-7325,NRK,Nuveen New York AMT-Free Quality Municipal,NYSE,$1.16B,3/4/2019,BUY,14.916
Holt Reskelly,775-732-9494*819-458-7325,NRK,Nuveen New York AMT-Free Quality Municipal,NYSE,$1.16B,3/5/2019,SELL,14.904
Holt Reskelly,775-732-9494*819-458-7325,NRK,Nuveen New York AMT-Free Quality Municipal,NYSE,$1.16B,3/6/2019,SELL,14.916
Holt Reskelly,775-732-9494*819-458-7325,NRK,Nuveen New York AMT-Free Quality Municipal,NYSE,$1.16B,3/7/2019,BUY,15.012
Ulric Wormleighton,429-590-8198*465-440-6830,ED,Consolidated Edison Inc,NYSE,$25.91B,1/2/2019,SELL,90.168
Ulric Wormleighton,429-590-8198*465-440-6830,ED,Consolidated Edison Inc,NYSE,$25.91B,1/3/2019,BUY,90.396
Ulric Wormleighton,429-590-8198*465-440-6830,ED,Consolidated Edison Inc,NYSE,$25.91B,1/4/2019,BUY,91.86
Ulric Wormleighton,429-590-8198*465-440-6830,ED,Consolidated Edison Inc,NYSE,$25.91B,1/7/2019,BUY,90.528
Ulric Wormleighton,429-590-8198*465-440-6830,ED,Consolidated Edison Inc,NYSE,$25.91B,1/8/2019,BUY,91.08
Ulric Wormleighton,429-590-8198*465-440-6830,ED,Consolidated Edison Inc,NYSE,$25.91B,1/9/2019,SELL,90.36
Ulric Wormleighton,429-590-8198*465-440-6830,ED,Consolidated Edison Inc,NYSE,$25.91B,1/10/2019,SELL,91.86
Ulric Wormleighton,429-590-8198*465-440-6830,ED,Consolidated Edison Inc,NYSE,$25.91B,1/11/2019,BUY,91.116
Ronna Tollow,449-642-9182*274-576-9118,BTT,BlackRock Municipal Target Term Trust Inc. (The),NYSE,$1.65B,2/14/2019,BUY,26.22
Ronna Tollow,449-642-9182*274-576-9118,BTT,BlackRock Municipal Target Term Trust Inc. (The),NYSE,$1.65B,2/15/2019,SELL,26.16
Ronna Tollow,449-642-9182*274-576-9118,BTT,BlackRock Municipal Target Term Trust Inc. (The),NYSE,$1.65B,2/19/2019,SELL,26.208
Ronna Tollow,449-642-9182*274-576-9118,BTT,BlackRock Municipal Target Term Trust Inc. (The),NYSE,$1.65B,2/20/2019,SELL,26.292
Ronna Tollow,449-642-9182*274-576-9118,BTT,BlackRock Municipal Target Term Trust Inc. (The),NYSE,$1.65B,2/21/2019,SELL,26.256
Ronna Tollow,449-642-9182*274-576-9118,BTT,BlackRock Municipal Target Term Trust Inc. (The),NYSE,$1.65B,2/22/2019,BUY,26.268
Eleni Soaper,325-357-6211*411-484-2949,GDOT,Green Dot Corporation,NYSE,$1.97B,6/21/2019,BUY,57.768
Eleni Soaper,325-357-6211*411-484-2949,GDOT,Green Dot Corporation,NYSE,$1.97B,6/24/2019,BUY,57.108
Eleni Soaper,325-357-6211*411-484-2949,GDOT,Green Dot Corporation,NYSE,$1.97B,6/25/2019,BUY,56.988
Eleni Soaper,325-357-6211*411-484-2949,GDOT,Green Dot Corporation,NYSE,$1.97B,6/26/2019,BUY,57.6
Eleni Soaper,325-357-6211*411-484-2949,GDOT,Green Dot Corporation,NYSE,$1.97B,6/27/2019,BUY,58.14
Eleni Soaper,325-357-6211*411-484-2949,GDOT,Green Dot Corporation,NYSE,$1.97B,6/28/2019,BUY,58.68
Eleni Soaper,325-357-6211*411-484-2949,GDOT,Green Dot Corporation,NYSE,$1.97B,7/1/2019,BUY,58.14
Augy Hirsthouse,374-728-2201,AXAS,Abraxas Petroleum Corporation,NASDAQ,$299.85M,3/4/2019,BUY,1.488
Augy Hirsthouse,374-728-2201,AXAS,Abraxas Petroleum Corporation,NASDAQ,$299.85M,3/5/2019,BUY,1.488
Augy Hirsthouse,374-728-2201,AXAS,Abraxas Petroleum Corporation,NASDAQ,$299.85M,3/6/2019,SELL,1.44
Augy Hirsthouse,374-728-2201,AXAS,Abraxas Petroleum Corporation,NASDAQ,$299.85M,3/7/2019,BUY,1.392
Augy Hirsthouse,374-728-2201,AXAS,Abraxas Petroleum Corporation,NASDAQ,$299.85M,3/8/2019,BUY,1.368
Augy Hirsthouse,374-728-2201,AXAS,Abraxas Petroleum Corporation,NASDAQ,$299.85M,3/11/2019,SELL,1.488
Augy Hirsthouse,374-728-2201,AXAS,Abraxas Petroleum Corporation,NASDAQ,$299.85M,3/12/2019,BUY,1.512
Cate Balshaw,136-554-7076*249-789-7457,TTM,Tata Motors Ltd,NYSE,$23.69B,4/22/2019,SELL,20.088
Cate Balshaw,136-554-7076*249-789-7457,TTM,Tata Motors Ltd,NYSE,$23.69B,4/23/2019,BUY,19.776
Cate Balshaw,136-554-7076*249-789-7457,TTM,Tata Motors Ltd,NYSE,$23.69B,4/24/2019,BUY,19.008
Cate Balshaw,136-554-7076*249-789-7457,TTM,Tata Motors Ltd,NYSE,$23.69B,4/25/2019,BUY,18.804
Cate Balshaw,136-554-7076*249-789-7457,TTM,Tata Motors Ltd,NYSE,$23.69B,4/26/2019,SELL,18.804
Cate Balshaw,136-554-7076*249-789-7457,TTM,Tata Motors Ltd,NYSE,$23.69B,4/29/2019,SELL,18.72
Lucien Clell,642-262-0104*900-806-2919,SRPT,"Sarepta Therapeutics, Inc.",NASDAQ,$1.78B,2/25/2019,SELL,172.356
Lucien Clell,642-262-0104*900-806-2919,SRPT,"Sarepta Therapeutics, Inc.",NASDAQ,$1.78B,2/26/2019,SELL,168.048
Lucien Clell,642-262-0104*900-806-2919,SRPT,"Sarepta Therapeutics, Inc.",NASDAQ,$1.78B,2/27/2019,BUY,182.016
Lucien Clell,642-262-0104*900-806-2919,SRPT,"Sarepta Therapeutics, Inc.",NASDAQ,$1.78B,2/28/2019,SELL,173.088
Lucien Clell,642-262-0104*900-806-2919,SRPT,"Sarepta Therapeutics, Inc.",NASDAQ,$1.78B,3/1/2019,SELL,176.028
Shayne Cocking,445-349-6255,WALA,Western Alliance Bancorporation,NYSE,,3/20/2019,SELL,30.66
Shayne Cocking,445-349-6255,WALA,Western Alliance Bancorporation,NYSE,,3/21/2019,BUY,30.756
Shayne Cocking,445-349-6255,WALA,Western Alliance Bancorporation,NYSE,,3/22/2019,BUY,30.756
Nissie Chesters,119-666-4897,RDCM,Radcom Ltd.,NASDAQ,$229.93M,3/13/2019,BUY,9.012
Nissie Chesters,119-666-4897,RDCM,Radcom Ltd.,NASDAQ,$229.93M,3/14/2019,SELL,9.012
Nissie Chesters,119-666-4897,RDCM,Radcom Ltd.,NASDAQ,$229.93M,3/15/2019,BUY,8.904
Nissie Chesters,119-666-4897,RDCM,Radcom Ltd.,NASDAQ,$229.93M,3/18/2019,BUY,8.736
Nissie Chesters,119-666-4897,RDCM,Radcom Ltd.,NASDAQ,$229.93M,3/19/2019,BUY,8.772
Nissie Chesters,119-666-4897,RDCM,Radcom Ltd.,NASDAQ,$229.93M,3/20/2019,SELL,8.736
Nissie Chesters,119-666-4897,RDCM,Radcom Ltd.,NASDAQ,$229.93M,3/21/2019,SELL,8.628
Hilde Holligan,508-729-0742*804-273-7074,UCTT,"Ultra Clean Holdings, Inc.",NASDAQ,$690.58M,7/15/2019,SELL,16.764
Franciska Revans,969-210-7950*860-905-2982,YPF,YPF Sociedad Anonima,NYSE,$8.51B,4/10/2019,SELL,17.988
Franciska Revans,969-210-7950*860-905-2982,YPF,YPF Sociedad Anonima,NYSE,$8.51B,4/11/2019,SELL,17.748
Franciska Revans,969-210-7950*860-905-2982,YPF,YPF Sociedad Anonima,NYSE,$8.51B,4/12/2019,SELL,17.688
Franciska Revans,969-210-7950*860-905-2982,YPF,YPF Sociedad Anonima,NYSE,$8.51B,4/15/2019,BUY,17.928
Franciska Revans,969-210-7950*860-905-2982,YPF,YPF Sociedad Anonima,NYSE,$8.51B,4/16/2019,BUY,17.892
Franciska Revans,969-210-7950*860-905-2982,YPF,YPF Sociedad Anonima,NYSE,$8.51B,4/17/2019,SELL,17.808
Franciska Revans,969-210-7950*860-905-2982,YPF,YPF Sociedad Anonima,NYSE,$8.51B,4/18/2019,SELL,17.268
Stavros Rontree,499-459-2250,HAS,"Hasbro, Inc.",NASDAQ,$13.71B,6/10/2019,SELL,126.888
Stavros Rontree,499-459-2250,HAS,"Hasbro, Inc.",NASDAQ,$13.71B,6/11/2019,SELL,126.816
Stavros Rontree,499-459-2250,HAS,"Hasbro, Inc.",NASDAQ,$13.71B,6/12/2019,SELL,128.1
Stavros Rontree,499-459-2250,HAS,"Hasbro, Inc.",NASDAQ,$13.71B,6/13/2019,BUY,129.024
Stavros Rontree,499-459-2250,HAS,"Hasbro, Inc.",NASDAQ,$13.71B,6/14/2019,BUY,128.952
Stavros Rontree,499-459-2250,HAS,"Hasbro, Inc.",NASDAQ,$13.71B,6/17/2019,SELL,127.908
Stavros Rontree,499-459-2250,HAS,"Hasbro, Inc.",NASDAQ,$13.71B,6/18/2019,SELL,129.456
Stavros Rontree,499-459-2250,HAS,"Hasbro, Inc.",NASDAQ,$13.71B,6/19/2019,SELL,128.796
Alfy Leyland,630-834-9389*656-156-2994,WPX,"WPX Energy, Inc.",NYSE,$3.64B,7/5/2019,SELL,13.056
Alfy Leyland,630-834-9389*656-156-2994,WPX,"WPX Energy, Inc.",NYSE,$3.64B,7/8/2019,SELL,12.948
Milissent Stedman,616-542-9263*292-615-5338,TAC,TransAlta Corporation,NYSE,$1.69B,5/24/2019,SELL,7.776
Milissent Stedman,616-542-9263*292-615-5338,TAC,TransAlta Corporation,NYSE,$1.69B,5/28/2019,BUY,7.872
Milissent Stedman,616-542-9263*292-615-5338,TAC,TransAlta Corporation,NYSE,$1.69B,5/29/2019,BUY,7.644
Milissent Stedman,616-542-9263*292-615-5338,TAC,TransAlta Corporation,NYSE,$1.69B,5/30/2019,SELL,7.716
Milissent Stedman,616-542-9263*292-615-5338,TAC,TransAlta Corporation,NYSE,$1.69B,5/31/2019,SELL,7.932
Ximenez Raggatt,495-900-0692*506-254-9208,PRFZ,PowerShares FTSE RAFI US 1500 Small-Mid Portfolio,NASDAQ,$1.62B,1/7/2019,SELL,142.176
Ximenez Raggatt,495-900-0692*506-254-9208,PRFZ,PowerShares FTSE RAFI US 1500 Small-Mid Portfolio,NASDAQ,$1.62B,1/8/2019,SELL,144.336
Ximenez Raggatt,495-900-0692*506-254-9208,PRFZ,PowerShares FTSE RAFI US 1500 Small-Mid Portfolio,NASDAQ,$1.62B,1/9/2019,BUY,145.68
Ximenez Raggatt,495-900-0692*506-254-9208,PRFZ,PowerShares FTSE RAFI US 1500 Small-Mid Portfolio,NASDAQ,$1.62B,1/10/2019,BUY,146.04
Ximenez Raggatt,495-900-0692*506-254-9208,PRFZ,PowerShares FTSE RAFI US 1500 Small-Mid Portfolio,NASDAQ,$1.62B,1/11/2019,SELL,146.292
Malia Pavelka,813-953-5818*458-367-6627,VRTX,Vertex Pharmaceuticals Incorporated,NASDAQ,$30.67B,6/19/2019,SELL,218.1
Malia Pavelka,813-953-5818*458-367-6627,VRTX,Vertex Pharmaceuticals Incorporated,NASDAQ,$30.67B,6/20/2019,BUY,218.604
Malia Pavelka,813-953-5818*458-367-6627,VRTX,Vertex Pharmaceuticals Incorporated,NASDAQ,$30.67B,6/21/2019,SELL,220.764
Malia Pavelka,813-953-5818*458-367-6627,VRTX,Vertex Pharmaceuticals Incorporated,NASDAQ,$30.67B,6/24/2019,BUY,217.224
Malia Pavelka,813-953-5818*458-367-6627,VRTX,Vertex Pharmaceuticals Incorporated,NASDAQ,$30.67B,6/25/2019,BUY,216.18
Malia Pavelka,813-953-5818*458-367-6627,VRTX,Vertex Pharmaceuticals Incorporated,NASDAQ,$30.67B,6/26/2019,BUY,213.192
Malia Pavelka,813-953-5818*458-367-6627,VRTX,Vertex Pharmaceuticals Incorporated,NASDAQ,$30.67B,6/27/2019,SELL,214.296
Malia Pavelka,813-953-5818*458-367-6627,VRTX,Vertex Pharmaceuticals Incorporated,NASDAQ,$30.67B,6/28/2019,SELL,220.056
Judi Mynett,745-969-7416*525-926-9734,CVBF,CVB Financial Corporation,NASDAQ,$2.45B,7/5/2019,SELL,25.332
Judi Mynett,745-969-7416*525-926-9734,CVBF,CVB Financial Corporation,NASDAQ,$2.45B,7/8/2019,SELL,24.996
Judi Mynett,745-969-7416*525-926-9734,CVBF,CVB Financial Corporation,NASDAQ,$2.45B,7/9/2019,SELL,24.9
Judi Mynett,745-969-7416*525-926-9734,CVBF,CVB Financial Corporation,NASDAQ,$2.45B,7/10/2019,BUY,24.804
Judi Mynett,745-969-7416*525-926-9734,CVBF,CVB Financial Corporation,NASDAQ,$2.45B,7/11/2019,SELL,25.008
Judi Mynett,745-969-7416*525-926-9734,CVBF,CVB Financial Corporation,NASDAQ,$2.45B,7/12/2019,SELL,25.248
Clayton McBride,707-344-5102*597-751-3630,AUPH,Aurinia Pharmaceuticals Inc,NASDAQ,$495.07M,1/16/2019,SELL,8.772
Clayton McBride,707-344-5102*597-751-3630,AUPH,Aurinia Pharmaceuticals Inc,NASDAQ,$495.07M,1/17/2019,BUY,8.928
Clayton McBride,707-344-5102*597-751-3630,AUPH,Aurinia Pharmaceuticals Inc,NASDAQ,$495.07M,1/18/2019,BUY,9.06
Frederic Cicconettii,970-364-0424*435-806-3233,PY,Principal Shareholder Yield Index ETF,NASDAQ,$7.21M,3/7/2019,BUY,37.044
Frederic Cicconettii,970-364-0424*435-806-3233,PY,Principal Shareholder Yield Index ETF,NASDAQ,$7.21M,3/8/2019,SELL,36.9
Frederic Cicconettii,970-364-0424*435-806-3233,PY,Principal Shareholder Yield Index ETF,NASDAQ,$7.21M,3/11/2019,BUY,37.2
Frederic Cicconettii,970-364-0424*435-806-3233,PY,Principal Shareholder Yield Index ETF,NASDAQ,$7.21M,3/12/2019,BUY,37.344
Frederic Cicconettii,970-364-0424*435-806-3233,PY,Principal Shareholder Yield Index ETF,NASDAQ,$7.21M,3/13/2019,SELL,37.68
Frederic Cicconettii,970-364-0424*435-806-3233,PY,Principal Shareholder Yield Index ETF,NASDAQ,$7.21M,3/14/2019,BUY,37.572
Frederic Cicconettii,970-364-0424*435-806-3233,PY,Principal Shareholder Yield Index ETF,NASDAQ,$7.21M,3/15/2019,BUY,37.644
Bathsheba Imison,528-857-2124*253-818-2974,MTSC,MTS Systems Corporation,NASDAQ,$896.52M,5/28/2019,BUY,66.384
Bathsheba Imison,528-857-2124*253-818-2974,MTSC,MTS Systems Corporation,NASDAQ,$896.52M,5/29/2019,SELL,66.096
Shaughn Harry,199-974-8217*998-961-8306,FGP,"Ferrellgas Partners, L.P.",NYSE,$508.11M,3/18/2019,BUY,1.668
Shaughn Harry,199-974-8217*998-961-8306,FGP,"Ferrellgas Partners, L.P.",NYSE,$508.11M,3/19/2019,BUY,1.8
Shaughn Harry,199-974-8217*998-961-8306,FGP,"Ferrellgas Partners, L.P.",NYSE,$508.11M,3/20/2019,SELL,1.788
Shaughn Harry,199-974-8217*998-961-8306,FGP,"Ferrellgas Partners, L.P.",NYSE,$508.11M,3/21/2019,BUY,1.788
Shaughn Harry,199-974-8217*998-961-8306,FGP,"Ferrellgas Partners, L.P.",NYSE,$508.11M,3/22/2019,BUY,1.74
Shaughn Harry,199-974-8217*998-961-8306,FGP,"Ferrellgas Partners, L.P.",NYSE,$508.11M,3/25/2019,BUY,1.62
Courtenay Timbs,745-349-2833*194-458-4457,EBMT,"Eagle Bancorp Montana, Inc.",NASDAQ,$68.03M,7/15/2019,BUY,19.5
